query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPB8_RS00005	HELPY_RS07310	purine-nucleoside phosphorylase	NC_012973	1490156..1490698	1.2e-125	347.051	95.6	96.7	100.0	100.0	1.0
HPB8_RS00010	HELPY_RS07305	chromosomal replication initiation protein DnaA	NC_012973	complement(1488636..1490003)	0	897.116	96.7	97.6	100.0	100.0	1.0
HPB8_RS00015	HELPY_RS07300	hypothetical protein	NC_012973	1488406..1488483	7.9e-12	47.7506	96.0	96.0	100.0	100.0	1.0
HPB8_RS00020	HELPY_RS07295	competence protein	NC_012973	complement(1486968..1488407)	0	951.429	96.2	97.9	100.0	100.0	1.0
HPB8_RS00030	HELPY_RS07285	exodeoxyribonuclease III	NC_012973	complement(1486036..1486788)	0	516.538	98.8	99.2	100.0	100.0	1.0
HPB8_RS00035	HELPY_RS07280	membrane protein	NC_012973	1485404..1486039	4.0e-157	429.098	99.1	99.1	100.0	100.0	1.0
HPB8_RS00040	HELPY_RS07275	hypothetical protein	NC_012973	1485053..1485400	2.8e-80	227.254	99.1	100.0	100.0	100.0	1.0
HPB8_RS00045	HELPY_RS07270	ATP-dependent DNA helicase RecG	NC_012973	complement(1483100..1484971)	0	1232.62	97.3	98.6	100.0	100.0	1.0
HPB8_RS00050	HELPY_RS07265	restriction endonuclease	NC_012973	complement(1481706..1483055)	1.1e-146	423.32	86.5	91.0	50.2	54.6	1.0
HPB8_RS00055	HELPY_RS07260	hypothetical protein	NC_012973	complement(1481122..1481709)	6.7e-132	363.999	92.8	95.4	100.0	100.0	1.0
HPB8_RS00060	HELPY_RS07255	DEAD/DEAH box helicase	NC_012973	complement(1478213..1481119)	0	1817.74	92.9	96.0	100.0	100.0	1.0
HPB8_RS00070	HELPY_RS00145	hypothetical protein	NC_012973	22753..22845	7.8e-04	27.7202	50.0	60.0	100.0	100.0	0.0
HPB8_RS00075	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00080	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00085	HELPY_RS07230	transcription termination factor NusA	NC_012973	1471158..1472345	0	781.941	98.5	99.2	100.0	100.0	1.0
HPB8_RS00090	HELPY_RS07225	L-seryl-tRNA(Sec) selenium transferase	NC_012973	1469901..1471061	0	732.635	94.3	96.4	98.5	99.5	1.0
HPB8_RS00095	HELPY_RS07220	TonB-dependent receptor	NC_012973	1467035..1469674	0	1778.84	98.1	99.3	100.0	100.0	1.0
HPB8_RS00100	HELPY_RS07215	hypothetical protein	NC_012973	1466555..1466881	5.3e-74	210.69	93.5	97.2	100.0	100.0	1.0
HPB8_RS00105	HELPY_RS07210	dihydroneopterin aldolase	NC_012973	1466218..1466571	2.4e-75	214.927	90.6	96.6	100.0	100.0	1.0
HPB8_RS00110	HELPY_RS07205	glycerol-3-phosphate acyltransferase	NC_012973	1465559..1466221	1.1e-155	426.402	99.5	99.5	100.0	100.0	1.0
HPB8_RS00115	HELPY_RS07200	cytochrome c oxidase accessory protein CcoG	NC_012973	complement(1464077..1465453)	0	921.768	96.7	98.7	100.0	100.0	1.0
HPB8_RS00120	HELPY_RS07195	saccharopine dehydrogenase	NC_012973	1462868..1464067	0	829.706	98.2	99.5	100.0	100.0	1.0
HPB8_RS00125	HELPY_RS07190	sodium/glutamate symporter	NC_012973	complement(1461556..1462782)	0	797.349	98.0	98.0	100.0	100.0	1.0
HPB8_RS00130	HELPY_RS07185	riboflavin biosynthesis protein RibG	NC_012973	complement(1460525..1461559)	0	654.055	93.6	96.2	100.0	100.0	1.0
HPB8_RS00135	HELPY_RS07180	hypothetical protein	NC_012973	complement(1459827..1460543)	5.8e-174	474.167	97.1	98.3	100.0	100.0	1.0
HPB8_RS00140	HELPY_RS07175	carbonate dehydratase	NC_012973	complement(1457450..1459801)	0	1515.75	95.7	97.7	100.0	100.0	1.0
HPB8_RS00145	HELPY_RS07170	hypothetical protein	NC_012973	1457016..1457453	1.5e-103	288.5	98.6	99.3	100.0	100.0	1.0
HPB8_RS00150	HELPY_RS07165	membrane protein	NC_012973	complement(1455671..1456801)	0	765.763	98.4	99.2	96.9	99.7	1.0
HPB8_RS00155	HELPY_RS07160	hypothetical protein	NC_012973	1455435..1455608	1.0e-12	58.5362	86.7	100.0	5.6	52.6	1.0
HPB8_RS00160	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00165	HELPY_RS05750	restriction endonuclease subunit M	NC_012973	complement(1189997..1190986)	1.7e-26	102.834	31.6	51.1	79.3	83.9	0.0
HPB8_RS00170	HELPY_RS07150	permease	NC_012973	1453250..1454317	0	695.656	98.3	100.0	100.0	100.0	1.0
HPB8_RS00175	HELPY_RS07145	aminoacyl-tRNA hydrolase	NC_012973	1452680..1453240	1.8e-122	339.732	95.2	97.8	100.0	100.0	1.0
HPB8_RS00180	HELPY_RS07140	50S ribosomal protein L25/general stress protein Ctc	NC_012973	1452134..1452670	1.3e-126	349.362	99.4	99.4	100.0	100.0	1.0
HPB8_RS00185	HELPY_RS07135	transaldolase	NC_012973	1451129..1452079	0	597.43	94.3	96.5	100.0	100.0	1.0
HPB8_RS00190	HELPY_RS07130	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase	NC_012973	1449782..1451125	0	870.537	95.1	98.2	100.0	100.0	1.0
HPB8_RS00195	HELPY_RS07125	histidine kinase	NC_012973	1449167..1449778	1.0e-143	394.815	98.5	99.0	100.0	100.0	1.0
HPB8_RS00200	HELPY_RS07120	hypothetical protein	NC_012973	1448886..1449155	2.4e-62	179.874	100.0	100.0	100.0	100.0	1.0
HPB8_RS00205	HELPY_RS07115	phosphate permease	NC_012973	complement(1447144..1448745)	0	1047.73	98.9	99.8	100.0	100.0	1.0
HPB8_RS00210	HELPY_RS07110	transporter	NC_012973	complement(1445692..1447041)	0	899.427	98.9	99.1	100.0	100.0	1.0
HPB8_RS00215	HELPY_RS07105	lipase	NC_012973	complement(1444163..1445695)	0	999.964	96.5	97.8	100.0	100.0	1.0
HPB8_RS00220	HELPY_RS07100	membrane protein	NC_012973	complement(1443162..1444139)	0	650.203	99.7	99.7	100.0	100.0	1.0
HPB8_RS00225	HELPY_RS07095	ABC transporter	NC_012973	complement(1442053..1443150)	0	708.753	95.1	96.7	100.0	100.0	1.0
