query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HELPY_RS07755	HELPY_RS07755	N utilization substance protein B	NC_012973	complement(105..521)	6.7e-100	278.485	100.0	100.0	100.0	100.0	1.0
HELPY_RS07760	HELPY_RS07760	6,7-dimethyl-8-ribityllumazine synthase	NC_012973	complement(523..993)	2.6e-115	318.931	100.0	100.0	100.0	100.0	1.0
HELPY_RS00025	HELPY_RS00025	3-deoxy-8-phosphooctulonate synthase	NC_012973	complement(1003..1833)	0	572.392	100.0	100.0	100.0	100.0	1.0
HELPY_RS00030	HELPY_RS00030	carbonic anhydrase	NC_012973	complement(1820..2485)	4.6e-168	457.603	100.0	100.0	100.0	100.0	1.0
HELPY_RS00035	HELPY_RS00035	orotidine 5'-phosphate decarboxylase	NC_012973	2605..3288	4.5e-168	458.373	100.0	100.0	100.0	100.0	1.0
HELPY_RS00040	HELPY_RS00040	pantoate--beta-alanine ligase	NC_012973	3289..4119	0	565.459	100.0	100.0	100.0	100.0	1.0
HELPY_RS00070	HELPY_RS00070	membrane protein	NC_012973	complement(5118..7130)	0	1362.82	100.0	100.0	100.0	100.0	1.0
HELPY_RS00075	HELPY_RS00075	molecular chaperone GroEL	NC_012973	complement(7478..9118)	0	1087.4	100.0	100.0	100.0	100.0	1.0
HELPY_RS00080	HELPY_RS00080	co-chaperone GroES	NC_012973	complement(9144..9500)	3.2e-84	237.269	100.0	100.0	100.0	100.0	1.0
HELPY_RS00085	HELPY_RS00085	DNA primase	NC_012973	9787..11466	0	1130.55	100.0	100.0	100.0	100.0	1.0
HELPY_RS00090	HELPY_RS00090	ATP-binding protein	NC_012973	11463..12515	0	712.605	100.0	100.0	100.0	100.0	1.0
HELPY_RS00095	HELPY_RS00095	hypothetical protein	NC_012973	12605..13432	0	571.622	100.0	100.0	100.0	100.0	1.0
HELPY_RS00100	HELPY_RS00100	hypothetical protein	NC_012973	13578..13859	2.7e-63	182.57	100.0	100.0	100.0	100.0	1.0
HELPY_RS00105	HELPY_RS00105	hypothetical protein	NC_012973	13859..14122	3.6e-58	169.088	100.0	100.0	100.0	100.0	1.0
HELPY_RS00110	HELPY_RS00110	transporter	NC_012973	14124..16487	0	1588.16	100.0	100.0	100.0	100.0	1.0
HELPY_RS00115	HELPY_RS00115	hypothetical protein	NC_012973	16781..18121	0	916.761	100.0	100.0	100.0	100.0	1.0
HELPY_RS00120	HELPY_RS00120	chemotaxis protein CheV	NC_012973	18229..19194	0	657.136	100.0	100.0	100.0	100.0	1.0
HELPY_RS00125	HELPY_RS00125	carboxynorspermidine decarboxylase	NC_012973	19191..20408	0	843.188	100.0	100.0	100.0	100.0	1.0
HELPY_RS00130	HELPY_RS00130	lipid A 1-phosphatase	NC_012973	complement(20418..20990)	1.2e-140	385.956	100.0	100.0	100.0	100.0	1.0
HELPY_RS00135	HELPY_RS00135	lipid A phosphoethanolamine transferase	NC_012973	complement(21001..22566)	0	1056.97	100.0	100.0	100.0	100.0	1.0
HELPY_RS00140	HELPY_RS00140	hypothetical protein	NC_012973	22611..22742	3.3e-26	85.1149	100.0	100.0	100.0	100.0	1.0
HELPY_RS00145	HELPY_RS00145	hypothetical protein	NC_012973	22753..22845	3.1e-16	59.3066	100.0	100.0	100.0	100.0	1.0
HELPY_RS00150	HELPY_RS00150	membrane protein	NC_012973	complement(23206..25338)	0	1455.66	100.0	100.0	100.0	100.0	1.0
HELPY_RS00155	HELPY_RS00155	citrate (Si)-synthase	NC_012973	complement(25869..27149)	0	887.871	100.0	100.0	100.0	100.0	1.0
HELPY_RS00160	HELPY_RS00160	isocitrate dehydrogenase (NADP(+))	NC_012973	27350..28627	0	875.159	100.0	100.0	100.0	100.0	1.0
HELPY_RS00165	HELPY_RS00165	hypothetical protein	NC_012973	28694..29221	7.2e-132	362.459	100.0	100.0	100.0	100.0	1.0
HELPY_RS00170	HELPY_RS00170	dethiobiotin synthase	NC_012973	complement(29198..29851)	3.4e-162	442.58	100.0	100.0	100.0	100.0	1.0
HELPY_RS00175	HELPY_RS00175	hypothetical protein	NC_012973	complement(29855..31567)	0	1174.84	100.0	100.0	100.0	100.0	1.0
HELPY_RS00180	HELPY_RS00180	universal stress protein	NC_012973	31676..32089	4.6e-99	276.559	100.0	100.0	100.0	100.0	1.0
HELPY_RS00185	HELPY_RS00185	ATP-dependent Clp protease adaptor ClpS	NC_012973	32104..32379	2.8e-66	189.889	100.0	100.0	100.0	100.0	1.0
HELPY_RS00190	HELPY_RS00190	ATPase AAA	NC_012973	32379..34604	0	1494.95	100.0	100.0	100.0	100.0	1.0
HELPY_RS00195	HELPY_RS00195	aspartate 1-decarboxylase	NC_012973	34594..34947	2.4e-83	234.958	100.0	100.0	100.0	100.0	1.0
HELPY_RS00200	HELPY_RS00200	nucleoid-associated protein	NC_012973	34950..35252	8.6e-69	196.823	100.0	100.0	100.0	100.0	1.0
HELPY_RS00205	HELPY_RS00205	PDZ domain-containing protein	NC_012973	35252..36256	0	676.396	100.0	100.0	100.0	100.0	1.0
HELPY_RS00210	HELPY_RS00210	conjugal transfer protein TrbL	NC_012973	36264..37319	0	702.59	100.0	100.0	100.0	100.0	1.0
