query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HELPY_RS07755	HPP12_RS00005	N utilization substance protein B	NC_011498	complement(13..429)	4.8e-99	276.559	98.6	99.3	100.0	100.0	1.0
HELPY_RS07760	HPP12_RS00010	6,7-dimethyl-8-ribityllumazine synthase	NC_011498	complement(431..901)	1.0e-112	312.383	98.1	98.7	100.0	100.0	1.0
HELPY_RS00025	HPP12_RS00015	2-dehydro-3-deoxyphosphooctonate aldolase	NC_011498	complement(911..1741)	0	554.288	96.4	97.5	100.0	100.0	1.0
HELPY_RS00030	HPP12_RS00020	carbonic anhydrase	NC_011498	complement(1728..2393)	4.6e-151	414.846	94.6	97.3	100.0	100.0	1.0
HELPY_RS00035	HPP12_RS00025	orotidine 5'-phosphate decarboxylase	NC_011498	2515..3198	1.8e-161	441.425	96.0	98.2	100.0	100.0	1.0
HELPY_RS00040	HPP12_RS00030	pantoate--beta-alanine ligase	NC_011498	3199..4029	0	523.472	92.0	96.0	100.0	100.0	1.0
HELPY_RS00070	HPP12_RS00060	membrane protein	NC_011498	complement(5068..7167)	0	1050.81	80.8	85.8	100.0	100.0	1.0
HELPY_RS00075	HPP12_RS00065	molecular chaperone GroEL	NC_011498	complement(7486..9126)	0	1083.17	99.6	99.6	100.0	100.0	1.0
HELPY_RS00080	HPP12_RS00070	co-chaperone GroES	NC_011498	complement(9151..9507)	1.5e-83	235.728	99.2	99.2	100.0	100.0	1.0
HELPY_RS00085	HPP12_RS00075	DNA primase	NC_011498	9795..11474	0	1087.02	95.9	98.4	100.0	100.0	1.0
HELPY_RS00090	HPP12_RS00080	ATP-binding protein	NC_011498	11471..12523	0	687.952	97.1	98.0	100.0	100.0	1.0
HELPY_RS00095	HPP12_RS00085	hypothetical protein	NC_011498	12615..13442	0	548.895	95.6	97.5	100.0	100.0	1.0
HELPY_RS00100	HPP12_RS00090	hypothetical protein	NC_011498	13587..13868	2.1e-62	180.259	97.8	98.9	100.0	100.0	1.0
HELPY_RS00105	HPP12_RS00095	hypothetical protein	NC_011498	13868..14131	2.0e-57	167.162	98.9	98.9	100.0	100.0	1.0
HELPY_RS00110	HPP12_RS00100	transporter	NC_011498	14133..16496	0	1565.44	98.2	99.0	100.0	100.0	1.0
HELPY_RS00115	HPP12_RS00105	hypothetical protein	NC_011498	16798..18138	0	911.368	98.9	99.6	100.0	100.0	1.0
HELPY_RS00120	HPP12_RS00110	chemotaxis protein CheV	NC_011498	18238..19203	0	651.358	98.8	100.0	100.0	100.0	1.0
HELPY_RS00125	HPP12_RS00115	carboxynorspermidine decarboxylase	NC_011498	19200..20417	0	824.698	96.8	99.0	100.0	100.0	1.0
HELPY_RS00130	HPP12_RS00120	lipid A 1-phosphatase	NC_011498	complement(20436..21011)	3.3e-126	349.362	94.7	97.4	99.5	99.0	1.0
HELPY_RS00135	HPP12_RS00125	lipid A phosphoethanolamine transferase	NC_011498	complement(21022..22587)	0	1032.71	97.1	98.7	100.0	100.0	1.0
HELPY_RS00140	HPP12_RS00130	hypothetical protein	NC_011498	22643..22765	8.7e-14	53.9138	84.8	87.9	76.7	82.5	1.0
HELPY_RS00145	HPP12_RS00135	hypothetical protein	NC_011498	22776..22868	3.2e-16	59.3066	100.0	100.0	100.0	100.0	1.0
HELPY_RS00150	HPP12_RS00140	membrane protein	NC_011498	complement(23206..25338)	0	1352.42	96.2	97.5	100.0	100.0	1.0
HELPY_RS00155	HPP12_RS00145	citrate (Si)-synthase	NC_011498	complement(25872..27152)	0	879.396	98.6	99.8	100.0	100.0	1.0
HELPY_RS00160	HPP12_RS00150	isocitrate dehydrogenase (NADP(+))	NC_011498	27354..28631	0	870.152	99.3	99.8	100.0	100.0	1.0
HELPY_RS00165	HPP12_RS00155	hypothetical protein	NC_011498	28699..29226	1.5e-124	343.969	95.4	96.0	100.0	100.0	1.0
HELPY_RS00170	HPP12_RS00160	dethiobiotin synthase	NC_011498	complement(29203..29859)	3.5e-152	417.542	94.5	96.3	100.0	100.0	1.0
HELPY_RS00175	HPP12_RS00165	hypothetical protein	NC_011498	complement(29863..31623)	0	679.863	60.8	74.5	100.0	100.0	1.0
HELPY_RS00180	HPP12_RS00170	universal stress protein	NC_011498	31734..32147	9.6e-98	273.092	98.5	99.3	100.0	100.0	1.0
HELPY_RS00185	HPP12_RS00175	ATP-dependent Clp protease adaptor ClpS	NC_011498	32183..32458	1.3e-59	173.326	91.2	93.4	100.0	100.0	1.0
HELPY_RS00190	HPP12_RS00180	ATPase AAA	NC_011498	32458..34683	0	1452.57	97.3	98.7	100.0	100.0	1.0
HELPY_RS00195	HPP12_RS00185	aspartate 1-decarboxylase	NC_011498	34673..35023	7.8e-80	226.098	96.6	99.1	99.1	100.0	1.0
HELPY_RS00200	HPP12_RS00190	nucleoid-associated protein	NC_011498	35034..35327	2.0e-64	186.037	96.0	97.0	100.0	100.0	1.0
HELPY_RS00205	HPP12_RS00195	PDZ domain-containing protein	NC_011498	35327..36331	0	639.417	94.6	96.7	100.0	100.0	1.0
