query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPP12_RS00005	HPB8_RS07715	N utilization substance protein B	NC_014256	1591369..1591785	1.3e-99	278.1	99.3	99.3	100.0	100.0	1.0
HPP12_RS00010	HPB8_RS07710	6,7-dimethyl-8-ribityllumazine synthase	NC_014256	1590897..1591367	1.1e-110	307.375	96.2	98.1	100.0	100.0	1.0
HPP12_RS00015	HPB8_RS07705	3-deoxy-8-phosphooctulonate synthase	NC_014256	1590057..1590887	0	532.717	94.9	96.4	100.0	100.0	1.0
HPP12_RS00020	HPB8_RS07700	carbonic anhydrase	NC_014256	1589405..1590070	1.5e-153	421.009	95.5	97.7	100.0	100.0	1.0
HPP12_RS00025	HPB8_RS07695	orotidine 5'-phosphate decarboxylase	NC_014256	complement(1588600..1589283)	9.0e-164	447.588	96.9	99.1	100.0	100.0	1.0
HPP12_RS00030	HPB8_RS07690	pantoate--beta-alanine ligase	NC_014256	complement(1587769..1588599)	0	513.072	93.5	96.0	100.0	100.0	1.0
HPP12_RS00060	HPB8_RS07655	membrane protein	NC_014256	1584702..1586753	0	1055.43	81.0	86.6	97.4	95.2	1.0
HPP12_RS00065	HPB8_RS07650	molecular chaperone GroEL	NC_014256	1582780..1584420	0	1080.09	99.3	99.5	100.0	100.0	1.0
HPP12_RS00070	HPB8_RS07645	co-chaperone GroES	NC_014256	1582399..1582755	1.6e-83	235.728	99.2	99.2	100.0	100.0	1.0
HPP12_RS00075	HPB8_RS07635	DNA primase	NC_014256	complement(1580434..1582113)	0	1100.5	97.3	98.6	100.0	100.0	1.0
HPP12_RS00080	HPB8_RS07630	ATP-binding protein	NC_014256	complement(1579385..1580437)	0	699.508	98.9	99.1	100.0	100.0	1.0
HPP12_RS00085	HPB8_RS07625	hypothetical protein	NC_014256	complement(1578468..1579295)	0	546.584	95.3	98.5	100.0	100.0	1.0
HPP12_RS00090	HPB8_RS07620	hypothetical protein	NC_014256	complement(1578042..1578323)	2.9e-63	182.57	100.0	100.0	100.0	100.0	1.0
HPP12_RS00095	HPB8_RS07615	hypothetical protein	NC_014256	complement(1577779..1578042)	9.5e-56	162.925	97.7	97.7	100.0	100.0	1.0
HPP12_RS00100	HPB8_RS07610	transporter	NC_014256	complement(1575414..1577777)	0	1566.98	98.2	98.9	100.0	100.0	1.0
HPP12_RS00105	HPB8_RS07605	hypothetical protein	NC_014256	complement(1573761..1575101)	0	910.598	98.9	99.6	100.0	100.0	1.0
HPP12_RS00110	HPB8_RS07600	chemotaxis protein CheV	NC_014256	complement(1572696..1573661)	0	650.973	98.8	99.7	100.0	100.0	1.0
HPP12_RS00115	HPB8_RS07595	carboxynorspermidine decarboxylase	NC_014256	complement(1571482..1572699)	0	827.009	97.0	99.3	100.0	100.0	1.0
HPP12_RS00120	HPB8_RS07590	lipid A 1-phosphatase	NC_014256	1570887..1571459	4.5e-124	343.969	95.2	97.4	99.0	99.5	1.0
HPP12_RS00125	HPB8_RS07585	lipid A phosphoethanolamine transferase	NC_014256	1569305..1570876	0	1031.55	97.7	98.5	100.0	100.0	1.0
HPP12_RS00130	HPB8_RS07580	hypothetical protein	NC_014256	complement(1569129..1569254)	6.3e-13	51.6026	68.3	78.0	100.0	100.0	1.0
HPP12_RS00135	HPB8_RS07575	hypothetical protein	NC_014256	complement(1569026..1569118)	3.3e-16	59.3066	100.0	100.0	100.0	100.0	1.0
HPP12_RS00140	HPB8_RS07565	membrane protein	NC_014256	1566568..1568703	0	1418.29	97.3	98.3	100.0	100.0	1.0
HPP12_RS00145	HPB8_RS07560	citrate (Si)-synthase	NC_014256	1564762..1566042	0	885.945	99.5	100.0	100.0	100.0	1.0
HPP12_RS00150	HPB8_RS07555	isocitrate dehydrogenase (NADP(+))	NC_014256	complement(1563285..1564562)	0	866.3	98.8	99.5	100.0	100.0	1.0
HPP12_RS00155	HPB8_RS07550	hypothetical protein	NC_014256	complement(1562687..1563214)	6.0e-127	350.132	97.1	98.3	100.0	100.0	1.0
HPP12_RS00160	HPB8_RS07545	dethiobiotin synthase	NC_014256	1562054..1562710	3.4e-153	419.853	95.0	96.8	100.0	100.0	1.0
HPP12_RS00165	HPB8_RS07540	hypothetical protein	NC_014256	1560332..1562050	0	689.878	61.7	75.8	100.0	100.0	1.0
HPP12_RS00170	HPB8_RS07535	universal stress protein	NC_014256	complement(1559808..1560221)	9.9e-98	273.092	98.5	99.3	100.0	100.0	1.0
HPP12_RS00175	HPB8_RS07530	ATP-dependent Clp protease adaptor ClpS	NC_014256	complement(1559518..1559793)	1.1e-63	183.341	95.6	96.7	100.0	100.0	1.0
HPP12_RS00180	HPB8_RS07525	ATPase AAA	NC_014256	complement(1557293..1559518)	0	1469.14	98.7	99.1	100.0	100.0	1.0
HPP12_RS00185	HPB8_RS07520	aspartate 1-decarboxylase	NC_014256	complement(1556950..1557303)	2.8e-80	227.254	97.4	99.1	100.0	99.1	1.0
HPP12_RS00190	HPB8_RS07515	nucleoid-associated protein	NC_014256	complement(1556645..1556947)	2.0e-64	186.037	96.0	97.0	100.0	100.0	1.0
HPP12_RS00195	HPB8_RS07510	PDZ domain-containing protein	NC_014256	complement(1555650..1556645)	0	645.966	95.5	97.6	100.0	100.0	1.0
HPP12_RS00200	HPB8_RS07505	conjugal transfer protein TrbL	NC_014256	complement(1554587..1555642)	0	642.499	95.7	96.6	100.0	100.0	1.0
HPP12_RS00205	HPB8_RS07500	hypothetical protein	NC_014256	complement(1554458..1554571)	5.8e-24	79.337	100.0	100.0	100.0	100.0	1.0
HPP12_RS00210	HPB8_RS07495	hypothetical protein	NC_014256	complement(1553718..1554461)	0	497.278	98.8	100.0	100.0	100.0	1.0
HPP12_RS00215	HPB8_RS07490	conjugal transfer protein	NC_014256	complement(1552735..1553718)	0	606.675	93.1	94.6	100.0	100.0	1.0
HPP12_RS00220	HPB8_RS07485	membrane protein	NC_014256	complement(1551606..1552742)	0	746.117	96.6	98.1	100.0	100.0	1.0
HPP12_RS00230	HPB8_RS07475	GDP-mannose 4,6-dehydratase	NC_014256	complement(1548951..1550096)	0	768.459	97.1	98.2	100.0	100.0	1.0
HPP12_RS00235	HPB8_RS07470	GDP-fucose synthetase	NC_014256	complement(1548026..1548958)	0	609.372	96.1	98.4	100.0	100.0	1.0
HPP12_RS00240	-	-	-	-	-	0	0	0	0	0	0
HPP12_RS00245	HPB8_RS07465	hydrogenase expression/formation protein HypE	NC_014256	1546721..1547719	0	640.573	96.1	98.2	100.0	100.0	1.0
HPP12_RS00250	HPB8_RS07460	carbamoyltransferase HypF	NC_014256	1544466..1546718	0	1434.08	93.9	96.3	100.0	100.0	1.0
HPP12_RS00255	HPB8_RS07455	agmatine deiminase	NC_014256	1543477..1544469	0	659.833	95.5	97.6	100.0	100.0	1.0
HPP12_RS00260	HPB8_RS07225	DNA methyltransferase	NC_014256	1490298..1490996	2.2e-170	464.537	96.1	98.7	100.0	99.1	1.0
HPP12_RS00265	HPB8_RS07220	DNA cytosine methyltransferase	NC_014256	1489235..1490320	0	712.605	98.0	98.6	99.7	98.1	1.0
HPP12_RS00270	HPB8_RS07215	restriction endonuclease	NC_014256	1487979..1489238	0	764.222	90.4	95.1	100.0	97.1	1.0
HPP12_RS00275	-	-	-	-	-	0	0	0	0	0	0
HPP12_RS00280	HPB8_RS07195	DNA methyltransferase	NC_014256	1485309..1485452	6.3e-21	82.4185	92.7	95.1	5.0	87.2	1.0
HPP12_RS00285	HPB8_RS07190	sodium/proline symporter	NC_014256	1483779..1485269	0	974.156	98.8	99.8	100.0	100.0	1.0
HPP12_RS00290	HPB8_RS07185	1-pyrroline-5-carboxylate dehydrogenase	NC_014256	1480195..1483752	0	2416.34	98.3	99.4	100.0	100.0	1.0
HPP12_RS00295	HPB8_RS07180	hypothetical protein	NC_014256	complement(1479664..1479873)	8.2e-48	141.739	97.1	97.1	100.0	100.0	1.0
HPP12_RS00300	-	-	-	-	-	0	0	0	0	0	0
HPP12_RS00305	HPB8_RS07170	hypothetical protein	NC_014256	complement(1477793..1478281)	3.5e-66	201.06	73.9	81.0	45.0	94.4	1.0
HPP12_RS00320	HPB8_RS07160	hypothetical protein	NC_014256	complement(1474793..1475362)	2.6e-117	326.635	86.8	89.9	100.0	100.0	1.0
HPP12_RS00325	HPB8_RS07155	hypothetical protein	NC_014256	complement(1474517..1474777)	1.3e-53	157.532	88.4	94.2	100.0	100.0	1.0
HPP12_RS00335	HPB8_RS07145	cell division protein	NC_014256	complement(1472637..1473056)	3.3e-88	249.21	87.9	93.6	100.0	100.0	1.0
HPP12_RS00340	HPB8_RS07140	hypothetical protein	NC_014256	complement(1472285..1472635)	4.1e-68	196.438	84.2	91.2	99.1	98.3	1.0
HPP12_RS00345	-	-	-	-	-	0	0	0	0	0	0
HPP12_RS00350	-	-	-	-	-	0	0	0	0	0	0
HPP12_RS00360	HPB8_RS07130	urease accessory protein	NC_014256	1468992..1469789	0	535.798	96.6	98.5	100.0	100.0	1.0
HPP12_RS00365	HPB8_RS07125	urease accessory protein UreG	NC_014256	1468393..1468992	2.0e-147	403.675	99.5	99.5	100.0	100.0	1.0
HPP12_RS00370	HPB8_RS07120	urease accessory protein UreF	NC_014256	1467600..1468364	0	509.605	96.5	99.2	100.0	100.0	1.0
HPP12_RS00375	HPB8_RS07115	urease accessory protein UreE	NC_014256	1467076..1467588	2.8e-124	342.813	98.2	100.0	100.0	100.0	1.0
HPP12_RS00380	HPB8_RS07110	acid-activated urea channel	NC_014256	1466487..1467074	2.8e-139	382.874	97.4	100.0	100.0	100.0	1.0
HPP12_RS00385	HPB8_RS07105	urease subunit alpha	NC_014256	1464585..1466294	0	1168.3	99.3	99.5	100.0	100.0	1.0
HPP12_RS00390	HPB8_RS07100	urease subunit alpha	NC_014256	1463865..1464581	3.1e-177	482.256	100.0	100.0	100.0	100.0	1.0
HPP12_RS00400	HPB8_RS07090	signal peptidase II	NC_014256	1463048..1463521	4.1e-104	290.812	96.2	98.7	100.0	100.0	1.0
HPP12_RS00405	HPB8_RS07085	phosphoglucosamine mutase	NC_014256	1461717..1463054	0	892.108	97.5	99.3	100.0	100.0	1.0
HPP12_RS00410	HPB8_RS07080	30S ribosomal protein S20	NC_014256	complement(1461358..1461627)	8.6e-58	168.318	97.8	100.0	100.0	100.0	1.0
HPP12_RS00415	HPB8_RS07075	peptide chain release factor 1	NC_014256	complement(1460176..1461234)	0	706.827	99.7	100.0	100.0	100.0	1.0
HPP12_RS00420	-	-	-	-	-	0	0	0	0	0	0
HPP12_RS00425	HPB8_RS07065	hypothetical protein	NC_014256	complement(1459000..1459623)	9.6e-148	416.001	99.0	99.0	43.3	97.6	1.0
HPP12_RS00430	HPB8_RS07055	hypothetical protein	NC_014256	complement(1456974..1458746)	0	846.655	91.5	94.4	93.3	93.4	1.0
HPP12_RS00435	-	-	-	-	-	0	0	0	0	0	0
HPP12_RS00440	HPB8_RS07050	chemotaxis protein	NC_014256	1454670..1456691	0	1200.65	95.6	98.2	100.0	91.2	1.0
HPP12_RS00450	HPB8_RS07045	30S ribosomal protein S9	NC_014256	1454123..1454512	4.9e-92	258.07	98.4	99.2	100.0	100.0	1.0
HPP12_RS00455	HPB8_RS07040	50S ribosomal protein L13	NC_014256	1453701..1454126	2.8e-104	290.041	100.0	100.0	100.0	100.0	1.0
HPP12_RS00460	HPB8_RS07035	hypothetical protein	NC_014256	1453203..1453391	1.4e-36	112.849	93.5	96.8	100.0	100.0	1.0
HPP12_RS00465	HPB8_RS07030	malate:quinone oxidoreductase	NC_014256	1451844..1453196	0	921.768	98.9	100.0	100.0	100.0	1.0
HPP12_RS00470	HPB8_RS07025	hypothetical protein	NC_014256	1450417..1451790	0	904.434	95.4	97.2	100.0	100.0	1.0
HPP12_RS00475	HPB8_RS07020	RNA polymerase sigma factor RpoD	NC_014256	1448357..1450396	0	1321.61	97.9	98.8	100.0	100.0	1.0
HPP12_RS00480	HPB8_RS07015	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	NC_014256	1447467..1448162	1.1e-168	460.299	99.1	99.1	100.0	100.0	1.0
HPP12_RS00485	HPB8_RS07010	malonyl CoA-acyl carrier protein transacylase	NC_014256	1446527..1447456	0	630.558	98.7	99.7	100.0	100.0	1.0
HPP12_RS00500	HPB8_RS06995	DNA methylase N-4	NC_014256	complement(1444228..1445052)	0	510.76	95.5	98.5	94.7	97.4	1.0
HPP12_RS00505	HPB8_RS06990	hypothetical protein	NC_014256	1443768..1444208	4.2e-110	305.064	98.6	99.3	100.0	100.0	1.0
HPP12_RS00515	HPB8_RS06980	hypothetical protein	NC_014256	1442681..1443211	5.7e-121	335.109	95.5	96.6	100.0	100.0	1.0
HPP12_RS00520	HPB8_RS06975	2-hydroxyacid dehydrogenase	NC_014256	complement(1441664..1442608)	0	598.586	93.6	96.2	100.0	100.0	1.0
HPP12_RS00525	HPB8_RS06970	hypothetical protein	NC_014256	1440737..1441450	1.5e-175	478.019	98.7	99.6	100.0	100.0	1.0
HPP12_RS00530	HPB8_RS06965	threonine synthase	NC_014256	1439172..1440632	0	942.569	95.1	96.7	100.0	100.0	1.0
HPP12_RS00535	HPB8_RS06960	chemotaxis protein	NC_014256	complement(1436941..1438968)	0	1315.44	97.0	98.2	100.0	100.0	1.0
HPP12_RS00540	HPB8_RS06955	hypothetical protein	NC_014256	complement(1435835..1436941)	0	733.791	97.6	98.9	100.0	100.0	1.0
HPP12_RS00545	HPB8_RS06950	hypothetical protein	NC_014256	complement(1434867..1435628)	0	493.426	95.3	97.6	100.0	100.0	1.0
HPP12_RS00550	HPB8_RS06945	glycosyl transferase	NC_014256	1434102..1434884	0	498.819	93.5	97.3	100.0	100.0	1.0
HPP12_RS00555	HPB8_RS06940	chemotaxis protein	NC_014256	1432373..1434070	0	1080.86	96.6	98.2	100.0	97.5	1.0
HPP12_RS00560	HPB8_RS06935	bifunctional metallophosphatase/5'-nucleotidase	NC_014256	1430425..1432170	0	1084.32	95.7	97.6	100.0	100.0	1.0
HPP12_RS00565	HPB8_RS06930	S-ribosylhomocysteinase	NC_014256	1429809..1430276	9.9e-116	320.087	97.4	99.4	100.0	100.0	1.0
HPP12_RS00570	HPB8_RS06925	cystathionine beta-lyase	NC_014256	1428637..1429779	0	764.992	98.2	98.4	99.7	99.7	1.0
HPP12_RS00575	HPB8_RS06920	cysteine synthase	NC_014256	1427699..1428616	0	592.038	96.7	98.0	99.7	99.7	1.0
HPP12_RS00585	HPB8_RS06910	molecular chaperone DnaK	NC_014256	1424921..1426783	0	1235.71	99.4	99.7	100.0	100.0	1.0
