query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPB8_RS00005	HPP12_RS07705	purine-nucleoside phosphorylase	NC_011498	1594207..1594749	8.8e-126	347.436	95.0	97.2	100.0	100.0	1.0
HPB8_RS00010	HPP12_RS07700	chromosomal replication initiator protein DnaA	NC_011498	complement(1592687..1594054)	0	911.368	97.6	98.9	100.0	100.0	1.0
HPB8_RS00015	HPP12_RS07695	hypothetical protein	NC_011498	1592457..1592534	1.1e-10	45.0542	92.0	92.0	100.0	100.0	1.0
HPB8_RS00020	HPP12_RS07690	competence protein	NC_011498	complement(1591028..1592458)	0	931.013	94.4	96.9	100.0	100.0	1.0
HPB8_RS00030	HPP12_RS07680	exodeoxyribonuclease III	NC_011498	complement(1590096..1590848)	0	511.916	98.0	99.2	100.0	100.0	1.0
HPB8_RS00035	HPP12_RS07675	membrane protein	NC_011498	1589464..1590099	7.4e-155	423.705	97.6	98.6	100.0	100.0	1.0
HPB8_RS00040	HPP12_RS07670	hypothetical protein	NC_011498	1589113..1589460	1.5e-79	225.328	98.3	99.1	100.0	100.0	1.0
HPB8_RS00045	HPP12_RS07665	ATP-dependent DNA helicase RecG	NC_011498	complement(1587160..1589031)	0	1234.17	97.6	98.9	100.0	100.0	1.0
HPB8_RS00050	HPP12_RS07660	DNA methyltransferase	NC_011498	complement(1585069..1587111)	0	893.649	94.6	96.5	99.4	71.0	1.0
HPB8_RS00055	HPP12_RS07660	DNA methyltransferase	NC_011498	complement(1585069..1587111)	9.4e-120	350.132	89.2	92.8	100.0	28.4	0.0
HPB8_RS00060	HPP12_RS07655	DEAD/DEAH box helicase	NC_011498	complement(1582157..1585066)	0	1813.89	92.1	96.3	100.0	100.0	1.0
HPB8_RS00070	HPP12_RS07640	hypothetical protein	NC_011498	1575668..1575760	3.3e-17	61.6178	100.0	100.0	100.0	100.0	1.0
HPB8_RS00075	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00080	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00085	HPP12_RS07625	transcription termination factor NusA	NC_011498	1573109..1574296	0	781.171	98.2	99.2	100.0	100.0	1.0
HPB8_RS00090	HPP12_RS07620	L-seryl-tRNA(Sec) selenium transferase	NC_011498	1571840..1573012	0	753.436	95.4	96.7	100.0	100.0	1.0
HPB8_RS00095	HPP12_RS07615	TonB-dependent receptor	NC_011498	1568979..1571612	0	1792.32	99.2	99.8	100.0	100.0	1.0
HPB8_RS00100	HPP12_RS07610	hypothetical protein	NC_011498	1568499..1568825	7.2e-71	202.986	89.8	94.4	100.0	100.0	1.0
HPB8_RS00105	HPP12_RS07605	dihydroneopterin aldolase	NC_011498	1568162..1568515	3.0e-78	222.246	94.0	98.3	100.0	100.0	1.0
HPB8_RS00110	HPP12_RS07600	glycerol-3-phosphate acyltransferase	NC_011498	1567503..1568165	1.1e-156	429.098	100.0	100.0	100.0	100.0	1.0
HPB8_RS00115	HPP12_RS07595	cytochrome c oxidase accessory protein CcoG	NC_011498	complement(1566021..1567397)	0	919.072	96.7	98.3	100.0	100.0	1.0
HPB8_RS00120	HPP12_RS07590	saccharopine dehydrogenase	NC_011498	1564812..1566011	0	830.091	98.5	100.0	100.0	100.0	1.0
HPB8_RS00125	HPP12_RS07585	sodium/glutamate symporter	NC_011498	complement(1563500..1564726)	0	803.127	98.8	99.0	100.0	100.0	1.0
HPB8_RS00130	HPP12_RS07580	riboflavin biosynthesis protein RibG	NC_011498	complement(1562469..1563503)	0	663.685	94.2	96.5	100.0	100.0	1.0
HPB8_RS00135	HPP12_RS07575	hypothetical protein	NC_011498	complement(1561771..1562487)	3.1e-176	479.945	98.7	99.6	100.0	100.0	1.0
HPB8_RS00140	HPP12_RS07570	carbonate dehydratase	NC_011498	complement(1559395..1561746)	0	1512.66	95.8	97.3	100.0	100.0	1.0
HPB8_RS00145	HPP12_RS07565	hypothetical protein	NC_011498	1558961..1559398	2.8e-102	285.419	98.6	98.6	100.0	100.0	1.0
HPB8_RS00150	HPP12_RS07560	membrane protein	NC_011498	complement(1557615..1558745)	0	750.355	96.5	98.1	96.9	99.7	1.0
HPB8_RS00155	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00160	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00165	HPP12_RS06020	restriction endonuclease subunit M	NC_011498	complement(1261299..1262288)	1.1e-25	100.908	31.0	50.9	79.3	83.9	0.0
HPB8_RS00170	HPP12_RS07545	permease	NC_011498	1553963..1555030	0	699.893	98.9	100.0	100.0	100.0	1.0
HPB8_RS00175	HPP12_RS07540	peptidyl-tRNA hydrolase	NC_011498	1553393..1553953	1.3e-121	337.421	95.2	97.3	100.0	100.0	1.0
HPB8_RS00180	HPP12_RS07535	50S ribosomal protein L25/general stress protein Ctc	NC_011498	1552847..1553383	2.5e-125	346.28	98.3	98.9	100.0	100.0	1.0
HPB8_RS00185	HPP12_RS07530	transaldolase	NC_011498	1551842..1552792	0	600.897	94.3	96.2	100.0	100.0	1.0
HPB8_RS00190	HPP12_RS07525	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase	NC_011498	1550496..1551839	0	875.159	95.3	98.2	100.0	100.0	1.0
HPB8_RS00195	HPP12_RS07520	histidine kinase	NC_011498	1549881..1550492	9.1e-145	397.512	99.5	99.5	100.0	100.0	1.0
HPB8_RS00200	HPP12_RS07515	hypothetical protein	NC_011498	1549600..1549869	2.5e-62	179.874	100.0	100.0	100.0	100.0	1.0
HPB8_RS00205	HPP12_RS07510	phosphate permease	NC_011498	complement(1547858..1549459)	0	1047.73	99.1	99.8	100.0	100.0	1.0
HPB8_RS00210	HPP12_RS07505	transporter	NC_011498	complement(1546418..1547755)	0	885.945	98.2	99.3	98.9	99.8	1.0
HPB8_RS00215	HPP12_RS07500	lipase	NC_011498	complement(1544870..1546402)	0	1004.97	97.1	98.2	100.0	100.0	1.0
HPB8_RS00220	HPP12_RS07495	membrane protein	NC_011498	complement(1543869..1544846)	0	649.047	99.4	99.7	100.0	100.0	1.0
HPB8_RS00225	HPP12_RS07490	ABC transporter	NC_011498	complement(1542760..1543857)	0	730.709	97.5	98.9	100.0	100.0	1.0
HPB8_RS00230	HPP12_RS07485	antibiotic ABC transporter permease	NC_011498	complement(1541633..1542763)	0	738.413	97.3	98.4	100.0	100.0	1.0
HPB8_RS00235	HPP12_RS07480	YigZ family protein	NC_011498	complement(1541074..1541646)	4.0e-125	346.665	95.3	97.4	100.0	100.0	1.0
HPB8_RS00240	HPP12_RS07475	membrane protein	NC_011498	complement(1540617..1541063)	2.8e-107	298.13	98.0	99.3	100.0	100.0	1.0
HPB8_RS00245	HPP12_RS07470	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	NC_011498	complement(1539850..1540590)	6.8e-172	469.544	94.7	95.9	100.0	100.0	1.0
HPB8_RS00250	HPP12_RS07465	exodeoxyribonuclease 7 small subunit	NC_011498	complement(1539589..1539840)	2.0e-50	149.443	87.6	89.9	100.0	100.0	1.0
HPB8_RS00260	HPP12_RS07455	serine--tRNA ligase	NC_011498	complement(1537540..1538787)	0	827.009	96.9	98.1	100.0	100.0	1.0
HPB8_RS00265	HPP12_RS07450	anaphase-promoting protein subunit 3	NC_011498	complement(1534996..1537530)	0	1657.11	97.2	98.5	100.0	100.0	1.0
HPB8_RS00270	HPP12_RS07445	DNA helicase II	NC_011498	complement(1532951..1534996)	0	1310.43	95.0	97.7	100.0	100.0	1.0
HPB8_RS00275	HPP12_RS07440	peptidase M73	NC_011498	complement(1532298..1532954)	5.0e-147	404.445	94.5	95.9	100.0	100.0	1.0
HPB8_RS00280	HPP12_RS07435	aromatic acid decarboxylase	NC_011498	complement(1531725..1532288)	1.2e-138	380.563	100.0	100.0	100.0	100.0	1.0
HPB8_RS00285	HPP12_RS07430	phosphopantetheine adenylyltransferase	NC_011498	complement(1531252..1531725)	1.3e-114	317.39	97.5	97.5	100.0	100.0	1.0
HPB8_RS00290	HPP12_RS07425	thymidylate kinase	NC_011498	complement(1530675..1531250)	3.4e-129	357.066	92.7	97.4	100.0	100.0	1.0
HPB8_RS00295	HPP12_RS07420	hypothetical protein	NC_011498	complement(1530112..1530687)	2.9e-136	374.785	96.3	96.9	100.0	100.0	1.0
HPB8_RS00300	HPP12_RS07415	type II restriction endonuclease subunit M	NC_011498	complement(1528042..1530078)	8.6e-106	332.413	36.9	53.1	91.8	92.0	1.0
HPB8_RS00305	HPP12_RS07410	type I restriction modification protein	NC_011498	complement(1526804..1528045)	9.7e-50	162.925	48.8	59.4	98.6	50.4	1.0
HPB8_RS00310	HPP12_RS07410	type I restriction modification protein	NC_011498	complement(1526804..1528045)	5.4e-42	142.51	45.2	53.8	95.6	48.4	0.0
