query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HELPY_RS07755	HPG27_RS00005	N utilization substance protein B	NC_011333	complement(1..417)	1.2e-99	278.1	99.3	100.0	100.0	100.0	1.0
HELPY_RS07760	HPG27_RS00010	6,7-dimethyl-8-ribityllumazine synthase	NC_011333	complement(419..889)	1.2e-110	307.375	96.2	98.1	100.0	100.0	1.0
HELPY_RS00025	HPG27_RS00015	3-deoxy-8-phosphooctulonate synthase	NC_011333	complement(899..1729)	0	555.058	96.7	98.2	100.0	100.0	1.0
HELPY_RS00030	HPG27_RS00020	carbonic anhydrase	NC_011333	complement(1716..2381)	5.9e-153	419.468	95.0	98.6	100.0	100.0	1.0
HELPY_RS00035	HPG27_RS00025	orotidine 5'-phosphate decarboxylase	NC_011333	2503..3186	1.6e-164	449.514	98.2	99.1	100.0	100.0	1.0
HELPY_RS00040	HPG27_RS00030	pantoate--beta-alanine ligase	NC_011333	3187..4017	0	522.316	92.4	95.3	100.0	100.0	1.0
HELPY_RS00070	HPG27_RS00060	membrane protein	NC_011333	complement(5040..7040)	0	1306.2	96.3	97.5	100.0	100.0	1.0
HELPY_RS00075	HPG27_RS00070	molecular chaperone GroEL	NC_011333	complement(7374..9014)	0	1086.63	99.8	100.0	100.0	100.0	1.0
HELPY_RS00080	HPG27_RS00075	co-chaperone GroES	NC_011333	complement(9042..9398)	2.2e-83	235.343	99.2	99.2	100.0	100.0	1.0
HELPY_RS00085	HPG27_RS00080	DNA primase	NC_011333	9684..11363	0	1104.35	97.3	99.1	100.0	100.0	1.0
HELPY_RS00090	HPG27_RS00085	ATP-binding protein	NC_011333	11360..12412	0	691.804	96.6	98.3	100.0	100.0	1.0
HELPY_RS00095	HPG27_RS00090	hypothetical protein	NC_011333	12502..13329	0	560.066	97.5	99.3	100.0	100.0	1.0
HELPY_RS00100	HPG27_RS00095	hypothetical protein	NC_011333	13476..13757	2.0e-62	180.259	97.8	98.9	100.0	100.0	1.0
HELPY_RS00105	HPG27_RS00100	hypothetical protein	NC_011333	13757..14020	3.7e-58	169.088	100.0	100.0	100.0	100.0	1.0
HELPY_RS00110	HPG27_RS00105	transporter	NC_011333	14022..16385	0	1553.88	97.1	98.7	100.0	100.0	1.0
HELPY_RS00115	HPG27_RS00110	hypothetical protein	NC_011333	16687..18027	0	901.353	97.5	99.1	100.0	100.0	1.0
