query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPP12_RS00005	HELPY_RS07755	N utilization substance protein B	NC_012973	complement(105..521)	4.6e-99	276.559	98.6	99.3	100.0	100.0	1.0
HPP12_RS00010	HELPY_RS07760	6,7-dimethyl-8-ribityllumazine synthase	NC_012973	complement(523..993)	9.8e-113	312.383	98.1	98.7	100.0	100.0	1.0
HPP12_RS00015	HELPY_RS00025	3-deoxy-8-phosphooctulonate synthase	NC_012973	complement(1003..1833)	0	554.288	96.4	97.5	100.0	100.0	1.0
HPP12_RS00020	HELPY_RS00030	carbonic anhydrase	NC_012973	complement(1820..2485)	4.1e-151	414.846	94.6	97.3	100.0	100.0	1.0
HPP12_RS00025	HELPY_RS00035	orotidine 5'-phosphate decarboxylase	NC_012973	2605..3288	1.8e-161	441.425	96.0	98.2	100.0	100.0	1.0
HPP12_RS00030	HELPY_RS00040	pantoate--beta-alanine ligase	NC_012973	3289..4119	0	523.472	92.0	96.0	100.0	100.0	1.0
HPP12_RS00060	HELPY_RS00070	membrane protein	NC_012973	complement(5118..7130)	0	1018.45	80.7	85.6	100.0	100.0	1.0
HPP12_RS00065	HELPY_RS00075	molecular chaperone GroEL	NC_012973	complement(7478..9118)	0	1083.17	99.6	99.6	100.0	100.0	1.0
HPP12_RS00070	HELPY_RS00080	co-chaperone GroES	NC_012973	complement(9144..9500)	1.5e-83	235.728	99.2	99.2	100.0	100.0	1.0
HPP12_RS00075	HELPY_RS00085	DNA primase	NC_012973	9787..11466	0	1087.02	95.9	98.4	100.0	100.0	1.0
HPP12_RS00080	HELPY_RS00090	ATP-binding protein	NC_012973	11463..12515	0	687.952	97.1	98.0	100.0	100.0	1.0
HPP12_RS00085	HELPY_RS00095	hypothetical protein	NC_012973	12605..13432	0	548.895	95.6	97.5	100.0	100.0	1.0
HPP12_RS00090	HELPY_RS00100	hypothetical protein	NC_012973	13578..13859	2.0e-62	180.259	97.8	98.9	100.0	100.0	1.0
HPP12_RS00095	HELPY_RS00105	hypothetical protein	NC_012973	13859..14122	1.9e-57	167.162	98.9	98.9	100.0	100.0	1.0
HPP12_RS00100	HELPY_RS00110	transporter	NC_012973	14124..16487	0	1565.44	98.2	99.0	100.0	100.0	1.0
HPP12_RS00105	HELPY_RS00115	hypothetical protein	NC_012973	16781..18121	0	911.368	98.9	99.6	100.0	100.0	1.0
HPP12_RS00110	HELPY_RS00120	chemotaxis protein CheV	NC_012973	18229..19194	0	651.358	98.8	100.0	100.0	100.0	1.0
HPP12_RS00115	HELPY_RS00125	carboxynorspermidine decarboxylase	NC_012973	19191..20408	0	824.698	96.8	99.0	100.0	100.0	1.0
HPP12_RS00120	HELPY_RS00130	lipid A 1-phosphatase	NC_012973	complement(20418..20990)	1.9e-133	367.851	94.7	97.4	99.0	99.5	1.0
HPP12_RS00125	HELPY_RS00135	lipid A phosphoethanolamine transferase	NC_012973	complement(21001..22566)	0	1032.71	97.1	98.7	100.0	100.0	1.0
HPP12_RS00130	HELPY_RS00140	hypothetical protein	NC_012973	22611..22742	7.8e-14	53.9138	84.8	87.9	82.5	76.7	1.0
