query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HP0001	HPP12_RS00005	N utilization substance protein B	NC_011498	complement(13..429)	8.2e-100	278.485	99.3	100.0	100.0	100.0	1.0
HP0002	HPP12_RS00010	6,7-dimethyl-8-ribityllumazine synthase	NC_011498	complement(431..901)	1.4e-110	306.99	95.5	98.7	100.0	100.0	1.0
HP0003	HPP12_RS00015	2-dehydro-3-deoxyphosphooctonate aldolase	NC_011498	complement(911..1741)	0	551.977	96.4	97.1	100.0	100.0	1.0
HP0004	HPP12_RS00020	carbonic anhydrase	NC_011498	complement(1728..2393)	2.1e-149	410.609	94.6	97.3	100.0	100.0	1.0
HP0005	HPP12_RS00025	orotidine 5'-phosphate decarboxylase	NC_011498	2515..3198	1.8e-162	444.121	96.5	98.7	100.0	100.0	1.0
HP0006	HPP12_RS00030	pantoate--beta-alanine ligase	NC_011498	3199..4029	0	517.309	90.2	94.9	100.0	100.0	1.0
HP0009	HPP12_RS00060	membrane protein	NC_011498	complement(5068..7167)	0	1038.87	80.8	86.1	100.0	94.8	1.0
HP0010	HPP12_RS00065	molecular chaperone GroEL	NC_011498	complement(7486..9126)	0	1080.09	99.5	99.5	100.0	100.0	1.0
HP0011	HPP12_RS00070	co-chaperone GroES	NC_011498	complement(9151..9507)	1.5e-83	235.728	99.2	99.2	100.0	100.0	1.0
HP0012	HPP12_RS00075	DNA primase	NC_011498	9795..11474	0	1081.63	95.5	97.5	100.0	100.0	1.0
HP0013	HPP12_RS00080	ATP-binding protein	NC_011498	11471..12523	0	687.952	96.9	98.9	100.0	100.0	1.0
HP0014	HPP12_RS00085	hypothetical protein	NC_011498	12615..13442	0	548.895	96.4	98.2	100.0	100.0	1.0
HP0015	HPP12_RS00090	hypothetical protein	NC_011498	13587..13868	4.2e-63	182.185	98.9	100.0	100.0	100.0	1.0
HP0016	HPP12_RS00095	hypothetical protein	NC_011498	13868..14131	2.0e-57	167.162	98.9	98.9	100.0	100.0	1.0
HP0017	HPP12_RS00100	transporter	NC_011498	14133..16496	0	1562.36	98.0	98.9	100.0	100.0	1.0
HP0018	HPP12_RS00105	hypothetical protein	NC_011498	16798..18138	0	904.82	98.0	99.6	95.1	100.0	1.0
HP0019	HPP12_RS00110	chemotaxis protein CheV	NC_011498	18238..19203	0	652.899	99.1	99.7	100.0	100.0	1.0
HP0020	HPP12_RS00115	carboxynorspermidine decarboxylase	NC_011498	19200..20417	0	823.928	96.5	99.0	100.0	100.0	1.0
HP0021	HPP12_RS00120	lipid A 1-phosphatase	NC_011498	complement(20436..21011)	1.5e-125	347.821	94.7	97.9	99.5	99.0	1.0
HP0022	HPP12_RS00125	lipid A phosphoethanolamine transferase	NC_011498	complement(21022..22587)	0	1013.06	95.6	98.1	100.0	100.0	1.0
HP0024	HPP12_RS00135	hypothetical protein	NC_011498	22776..22868	3.5e-15	56.6102	96.7	96.7	100.0	100.0	1.0
HP0025	HPP12_RS00140	membrane protein	NC_011498	complement(23206..25338)	0	1408.66	96.5	97.9	100.0	100.0	1.0
HP0026	HPP12_RS00145	citrate (Si)-synthase	NC_011498	complement(25872..27152)	0	879.782	98.6	99.5	100.0	100.0	1.0
HP0027	HPP12_RS00150	isocitrate dehydrogenase (NADP(+))	NC_011498	27354..28631	0	865.914	98.8	99.5	100.0	100.0	1.0
HP0028	HPP12_RS00155	hypothetical protein	NC_011498	28699..29226	1.9e-126	348.977	96.6	97.7	98.9	100.0	1.0
HP0029	HPP12_RS00160	dethiobiotin synthase	NC_011498	complement(29203..29859)	1.3e-149	410.994	92.7	95.4	100.0	100.0	1.0
HP0030	HPP12_RS00165	hypothetical protein	NC_011498	complement(29863..31623)	0	642.499	57.0	70.1	100.0	100.0	1.0
HP0031	HPP12_RS00170	universal stress protein	NC_011498	31734..32147	9.6e-98	273.092	98.5	99.3	100.0	100.0	1.0
HP0032	HPP12_RS00175	ATP-dependent Clp protease adaptor ClpS	NC_011498	32183..32458	9.6e-61	176.022	92.3	94.5	100.0	100.0	1.0
HP0033	HPP12_RS00180	ATPase AAA	NC_011498	32458..34683	0	1461.43	97.8	98.8	100.0	100.0	1.0
HP0034	HPP12_RS00185	aspartate 1-decarboxylase	NC_011498	34673..35023	1.7e-81	230.335	98.3	100.0	99.1	100.0	1.0
HP0035	HPP12_RS00190	nucleoid-associated protein	NC_011498	35034..35327	1.2e-66	191.43	99.0	100.0	100.0	100.0	1.0
HP0036	HPP12_RS00195	PDZ domain-containing protein	NC_011498	35327..36331	0	650.973	94.9	97.6	100.0	100.0	1.0
HP0037	HPP12_RS00200	conjugal transfer protein TrbL	NC_011498	36339..37394	0	643.269	96.0	96.6	100.0	100.0	1.0
HP0038	HPP12_RS00210	hypothetical protein	NC_011498	37520..38263	9.5e-177	481.871	96.8	98.4	100.0	100.0	1.0
HP0043	-	-	-	-	-	0	0	0	0	0	0
HP0044	HPP12_RS00230	GDP-mannose 4,6-dehydratase	NC_011498	41888..43033	0	778.474	98.2	99.2	100.0	100.0	1.0
HP0045	HPP12_RS00235	GDP-fucose synthetase	NC_011498	43026..43958	0	616.69	97.1	98.7	100.0	100.0	1.0
HP0047	HPP12_RS00245	hydrogenase expression/formation protein HypE	NC_011498	complement(44876..45874)	0	654.44	98.2	98.8	100.0	100.0	1.0
HP0048	HPP12_RS00250	carbamoyltransferase HypF	NC_011498	complement(45877..48129)	0	1443.71	94.5	97.3	97.5	100.0	1.0
HP0049	HPP12_RS00255	agmatine deiminase	NC_011498	complement(48126..49118)	0	670.233	97.3	97.9	100.0	100.0	1.0
HP0050	HPP12_RS00260	DNA methyltransferase	NC_011498	complement(49177..49869)	4.1e-170	463.766	96.1	98.7	99.1	100.0	1.0
HP0051	HPP12_RS00265	DNA cytosine methyltransferase	NC_011498	complement(49866..50933)	0	715.687	97.7	99.2	100.0	100.0	1.0
HP0053	HPP12_RS00275	hypothetical protein	NC_011498	complement(52297..53568)	0	794.653	93.8	96.4	99.0	98.3	1.0
HP0054	HPP12_RS00280	DNA methyltransferase	NC_011498	complement(53568..56036)	0	1647.1	97.8	98.7	99.9	100.0	1.0
HP0055	HPP12_RS00285	sodium/proline symporter	NC_011498	complement(56076..57566)	0	974.156	99.0	99.4	100.0	100.0	1.0
HP0056	HPP12_RS00290	1-pyrroline-5-carboxylate dehydrogenase	NC_011498	complement(57593..61150)	0	2401.71	97.6	98.9	100.0	100.0	1.0
HP0057	HPP12_RS00295	hypothetical protein	NC_011498	61472..61681	4.4e-47	139.813	94.2	97.1	100.0	100.0	1.0
HP0059	HPP12_RS00305	hypothetical protein	NC_011498	62737..63678	4.5e-136	383.259	69.7	73.8	97.9	100.0	1.0
HP0060	-	-	-	-	-	0	0	0	0	0	0
HP0061	HPP12_RS00320	hypothetical protein	NC_011498	66135..66698	1.2e-124	345.51	89.4	93.7	100.0	100.0	1.0
HP0062	HPP12_RS00325	hypothetical protein	NC_011498	66714..66974	2.4e-51	151.754	87.2	91.9	100.0	100.0	1.0
HP0063	-	-	-	-	-	0	0	0	0	0	0
HP0064	HPP12_RS00335	cell division protein	NC_011498	68463..68888	5.1e-82	233.802	82.3	88.7	100.0	100.0	1.0
HP0065	HPP12_RS00340	hypothetical protein	NC_011498	68890..69237	9.3e-63	182.956	78.9	90.4	97.4	99.1	1.0
HP0066	HPP12_RS00345	ATP-binding protein	NC_011498	69230..69658	4.2e-79	247.669	88.8	92.5	16.1	94.4	1.0
HP0067	HPP12_RS00360	urease accessory protein UreH	NC_011498	complement(71708..72505)	0	529.25	95.5	97.4	100.0	100.0	1.0
HP0068	HPP12_RS00365	urease accessory protein UreG	NC_011498	complement(72505..73104)	2.0e-147	403.675	99.5	99.5	100.0	100.0	1.0
HP0069	HPP12_RS00370	urease accessory protein UreF	NC_011498	complement(73133..73897)	0	508.064	96.9	98.4	100.0	100.0	1.0
HP0070	HPP12_RS00375	urease accessory protein UreE	NC_011498	complement(73909..74421)	1.1e-123	341.273	98.2	100.0	100.0	100.0	1.0
HP0071	HPP12_RS00380	acid-activated urea channel	NC_011498	complement(74423..75010)	1.7e-139	383.259	98.5	100.0	100.0	100.0	1.0
HP0072	HPP12_RS00385	urease subunit beta	NC_011498	complement(75203..76912)	0	1174.46	99.8	99.8	100.0	100.0	1.0
HP0073	HPP12_RS00390	urease subunit alpha	NC_011498	complement(76916..77632)	3.0e-177	482.256	100.0	100.0	100.0	100.0	1.0
HP0074	HPP12_RS00400	lipoprotein signal peptidase	NC_011498	complement(77977..78450)	3.9e-94	265.774	95.5	99.4	100.0	100.0	1.0
HP0075	HPP12_RS00405	phosphoglucosamine mutase	NC_011498	complement(78444..79781)	0	893.264	97.3	99.6	100.0	100.0	1.0
HP0076	HPP12_RS00410	30S ribosomal protein S20	NC_011498	79871..80140	8.4e-58	168.318	97.8	100.0	100.0	100.0	1.0
HP0077	HPP12_RS00415	peptide chain release factor 1	NC_011498	80264..81322	0	702.59	98.9	99.7	100.0	100.0	1.0
HP0078	HPP12_RS00420	hypothetical protein	NC_011498	81711..81968	1.4e-57	167.548	96.5	98.8	100.0	100.0	1.0
HP0079	HPP12_RS00425	membrane protein	NC_011498	81979..83373	0	702.205	90.2	92.4	68.6	84.1	1.0
HP0080	HPP12_RS00430	hypothetical protein	NC_011498	83620..85365	0	898.271	91.7	93.9	93.4	93.3	1.0
HP0081	HPP12_RS00435	hypothetical protein	NC_011498	85538..85654	2.0e-17	62.7734	81.6	84.2	95.0	100.0	1.0
