query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HELPY_RS07755	HPB8_RS07715	N utilization substance protein B	NC_014256	1591369..1591785	1.3e-99	278.1	99.3	100.0	100.0	100.0	1.0
HELPY_RS07760	HPB8_RS07710	6,7-dimethyl-8-ribityllumazine synthase	NC_014256	1590897..1591367	2.5e-113	313.923	98.1	99.4	100.0	100.0	1.0
HELPY_RS00025	HPB8_RS07705	3-deoxy-8-phosphooctulonate synthase	NC_014256	1590057..1590887	0	556.214	96.4	98.2	100.0	100.0	1.0
HELPY_RS00030	HPB8_RS07700	carbonic anhydrase	NC_014256	1589405..1590070	5.3e-154	422.165	95.5	99.5	100.0	100.0	1.0
HELPY_RS00035	HPB8_RS07695	orotidine 5'-phosphate decarboxylase	NC_014256	complement(1588600..1589283)	1.4e-163	446.817	97.8	98.2	100.0	100.0	1.0
HELPY_RS00040	HPB8_RS07690	pantoate--beta-alanine ligase	NC_014256	complement(1587769..1588599)	5.2e-179	489.96	89.9	94.6	100.0	100.0	1.0
HELPY_RS00070	HPB8_RS07655	membrane protein	NC_014256	1584702..1586753	0	1176.77	92.5	95.4	97.3	95.2	1.0
HELPY_RS00075	HPB8_RS07650	molecular chaperone GroEL	NC_014256	1582780..1584420	0	1083.94	99.6	99.8	100.0	100.0	1.0
HELPY_RS00080	HPB8_RS07645	co-chaperone GroES	NC_014256	1582399..1582755	3.4e-84	237.269	100.0	100.0	100.0	100.0	1.0
HELPY_RS00085	HPB8_RS07635	DNA primase	NC_014256	complement(1580434..1582113)	0	1086.25	95.7	97.7	100.0	100.0	1.0
HELPY_RS00090	HPB8_RS07630	ATP-binding protein	NC_014256	complement(1579385..1580437)	0	694.886	97.7	98.3	100.0	100.0	1.0
HELPY_RS00095	HPB8_RS07625	hypothetical protein	NC_014256	complement(1578468..1579295)	0	558.525	97.1	98.9	100.0	100.0	1.0
HELPY_RS00100	HPB8_RS07620	hypothetical protein	NC_014256	complement(1578042..1578323)	2.1e-62	180.259	97.8	98.9	100.0	100.0	1.0
HELPY_RS00105	HPB8_RS07615	hypothetical protein	NC_014256	complement(1577779..1578042)	2.1e-56	164.851	98.9	98.9	100.0	100.0	1.0
HELPY_RS00110	HPB8_RS07610	transporter	NC_014256	complement(1575414..1577777)	0	1561.2	98.0	98.9	100.0	100.0	1.0
HELPY_RS00115	HPB8_RS07605	hypothetical protein	NC_014256	complement(1573761..1575101)	0	901.738	97.8	99.1	100.0	100.0	1.0
HELPY_RS00120	HPB8_RS07600	chemotaxis protein CheV	NC_014256	complement(1572696..1573661)	0	654.44	99.4	99.7	100.0	100.0	1.0
HELPY_RS00125	HPB8_RS07595	carboxynorspermidine decarboxylase	NC_014256	complement(1571482..1572699)	0	834.328	98.3	99.8	100.0	100.0	1.0
HELPY_RS00130	HPB8_RS07590	lipid A 1-phosphatase	NC_014256	1570887..1571459	1.2e-135	373.244	96.8	97.9	99.5	99.5	1.0
HELPY_RS00135	HPB8_RS07585	lipid A phosphoethanolamine transferase	NC_014256	1569305..1570876	0	1018.84	96.0	97.9	100.0	100.0	1.0
HELPY_RS00140	HPB8_RS07580	hypothetical protein	NC_014256	complement(1569129..1569254)	2.4e-20	70.4774	87.8	90.2	95.3	100.0	1.0
HELPY_RS00145	HPB8_RS07575	hypothetical protein	NC_014256	complement(1569026..1569118)	3.3e-16	59.3066	100.0	100.0	100.0	100.0	1.0
HELPY_RS00150	HPB8_RS07565	membrane protein	NC_014256	1566568..1568703	0	1405.19	96.3	97.5	100.0	100.0	1.0
HELPY_RS00155	HPB8_RS07560	citrate (Si)-synthase	NC_014256	1564762..1566042	0	879.396	98.6	99.8	100.0	100.0	1.0
HELPY_RS00160	HPB8_RS07555	isocitrate dehydrogenase (NADP(+))	NC_014256	complement(1563285..1564562)	0	871.307	99.5	99.8	100.0	100.0	1.0
HELPY_RS00165	HPB8_RS07550	hypothetical protein	NC_014256	complement(1562687..1563214)	3.0e-123	340.887	93.7	95.4	100.0	100.0	1.0
HELPY_RS00170	HPB8_RS07545	dethiobiotin synthase	NC_014256	1562054..1562710	5.0e-153	419.468	95.4	96.3	100.0	100.0	1.0
HELPY_RS00175	HPB8_RS07540	hypothetical protein	NC_014256	1560332..1562050	0	1077.77	90.9	94.8	100.0	100.0	1.0
HELPY_RS00180	HPB8_RS07535	universal stress protein	NC_014256	complement(1559808..1560221)	4.9e-99	276.559	100.0	100.0	100.0	100.0	1.0
HELPY_RS00185	HPB8_RS07530	ATP-dependent Clp protease adaptor ClpS	NC_014256	complement(1559518..1559793)	4.7e-60	174.096	91.2	94.5	100.0	100.0	1.0
HELPY_RS00190	HPB8_RS07525	ATPase AAA	NC_014256	complement(1557293..1559518)	0	1465.29	98.1	99.1	100.0	100.0	1.0
HELPY_RS00195	HPB8_RS07520	aspartate 1-decarboxylase	NC_014256	complement(1556950..1557303)	1.7e-81	230.72	97.4	100.0	100.0	100.0	1.0
HELPY_RS00200	HPB8_RS07515	nucleoid-associated protein	NC_014256	complement(1556645..1556947)	9.2e-69	196.823	100.0	100.0	100.0	100.0	1.0
HELPY_RS00205	HPB8_RS07510	PDZ domain-containing protein	NC_014256	complement(1555650..1556645)	0	628.246	93.4	96.1	100.0	100.0	1.0
HELPY_RS00210	HPB8_RS07505	conjugal transfer protein TrbL	NC_014256	complement(1554587..1555642)	0	643.269	95.7	96.3	100.0	100.0	1.0
HELPY_RS00215	HPB8_RS07500	hypothetical protein	NC_014256	complement(1554458..1554571)	5.8e-24	79.337	100.0	100.0	100.0	100.0	1.0
HELPY_RS00220	HPB8_RS07495	hypothetical protein	NC_014256	complement(1553718..1554461)	0	495.738	98.4	99.6	100.0	100.0	1.0
HELPY_RS00225	HPB8_RS07490	conjugal transfer protein	NC_014256	complement(1552735..1553718)	0	611.683	94.2	96.4	100.0	100.0	1.0
HELPY_RS00230	HPB8_RS07485	membrane protein	NC_014256	complement(1551606..1552742)	0	736.487	95.8	98.1	100.0	100.0	1.0
HELPY_RS00235	HPB8_RS07480	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	NC_014256	complement(1550124..1551536)	0	919.842	94.9	97.9	100.0	100.0	1.0
HELPY_RS00240	HPB8_RS07475	GDP-mannose 4,6-dehydratase	NC_014256	complement(1548951..1550096)	0	771.155	97.4	98.2	100.0	100.0	1.0
HELPY_RS00245	HPB8_RS07470	GDP-fucose synthetase	NC_014256	complement(1548026..1548958)	0	615.15	98.1	98.4	100.0	100.0	1.0
HELPY_RS00250	HPB8_RS07465	hydrogenase expression/formation protein HypE	NC_014256	1546721..1547719	0	643.269	96.4	98.2	100.0	100.0	1.0
HELPY_RS00255	HPB8_RS07460	carbamoyltransferase HypF	NC_014256	1544466..1546718	0	1442.56	94.0	97.1	100.0	100.0	1.0
HELPY_RS00260	HPB8_RS07455	agmatine deiminase	NC_014256	1543477..1544469	0	658.292	94.2	97.6	100.0	100.0	1.0
HELPY_RS00265	HPB8_RS07225	DNA methyltransferase	NC_014256	1490298..1490996	1.5e-171	467.618	96.1	98.7	100.0	100.0	1.0
HELPY_RS00270	HPB8_RS07220	DNA cytosine methyltransferase	NC_014256	1489235..1490320	2.0e-117	333.183	95.2	98.8	90.7	46.0	1.0
HELPY_RS00275	HPB8_RS07195	DNA methyltransferase	NC_014256	1485309..1485452	1.3e-19	68.5514	97.1	97.1	91.9	72.3	1.0
HELPY_RS00280	HPB8_RS07190	sodium/proline symporter	NC_014256	1483779..1485269	0	972.615	98.6	99.6	100.0	100.0	1.0
HELPY_RS00285	HPB8_RS07185	1-pyrroline-5-carboxylate dehydrogenase	NC_014256	1480195..1483752	0	2409.02	97.9	99.2	100.0	100.0	1.0
HELPY_RS00290	HPB8_RS07180	hypothetical protein	NC_014256	complement(1479664..1479873)	2.4e-46	137.887	94.2	94.2	100.0	100.0	1.0
HELPY_RS00295	HPB8_RS07175	hypothetical protein	NC_014256	complement(1478360..1479163)	9.9e-119	335.109	79.7	83.8	98.2	74.5	1.0
HELPY_RS00300	HPB8_RS07170	hypothetical protein	NC_014256	complement(1477793..1478281)	2.2e-89	259.225	85.3	89.0	58.0	100.0	1.0
