query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPG27_RS00005	HPP12_RS00005	N utilization substance protein B	NC_011498	complement(13..429)	1.3e-99	278.1	99.3	99.3	100.0	100.0	1.0
HPG27_RS00010	HPP12_RS00010	6,7-dimethyl-8-ribityllumazine synthase	NC_011498	complement(431..901)	4.7e-108	300.827	94.2	96.8	100.0	100.0	1.0
HPG27_RS00015	HPP12_RS00015	2-dehydro-3-deoxyphosphooctonate aldolase	NC_011498	complement(911..1741)	0	550.821	96.0	97.1	100.0	100.0	1.0
HPG27_RS00020	HPP12_RS00020	carbonic anhydrase	NC_011498	complement(1728..2393)	3.8e-150	412.535	93.2	97.3	100.0	100.0	1.0
HPG27_RS00025	HPP12_RS00025	orotidine 5'-phosphate decarboxylase	NC_011498	2515..3198	4.7e-161	440.654	96.0	98.2	100.0	100.0	1.0
HPG27_RS00030	HPP12_RS00030	pantoate--beta-alanine ligase	NC_011498	3199..4029	0	541.962	94.6	96.4	100.0	100.0	1.0
HPG27_RS00060	HPP12_RS00060	membrane protein	NC_011498	complement(5068..7167)	0	1042.72	79.9	85.1	100.0	100.0	1.0
HPG27_RS00070	HPP12_RS00065	molecular chaperone GroEL	NC_011498	complement(7486..9126)	0	1083.17	99.5	99.6	100.0	100.0	1.0
HPG27_RS00075	HPP12_RS00070	co-chaperone GroES	NC_011498	complement(9151..9507)	8.4e-83	233.802	98.3	98.3	100.0	100.0	1.0
HPG27_RS00080	HPP12_RS00075	DNA primase	NC_011498	9795..11474	0	1100.89	97.7	98.7	100.0	100.0	1.0
HPG27_RS00085	HPP12_RS00080	ATP-binding protein	NC_011498	11471..12523	0	696.041	98.0	98.9	100.0	100.0	1.0
HPG27_RS00090	HPP12_RS00085	hypothetical protein	NC_011498	12615..13442	0	553.518	96.0	98.2	100.0	100.0	1.0
HPG27_RS00095	HPP12_RS00090	hypothetical protein	NC_011498	13587..13868	2.9e-63	182.57	100.0	100.0	100.0	100.0	1.0
HPG27_RS00100	HPP12_RS00095	hypothetical protein	NC_011498	13868..14131	2.0e-57	167.162	98.9	98.9	100.0	100.0	1.0
HPG27_RS00105	HPP12_RS00100	transporter	NC_011498	14133..16496	0	1557.73	97.6	98.6	100.0	100.0	1.0
HPG27_RS00110	HPP12_RS00105	hypothetical protein	NC_011498	16798..18138	0	899.812	97.3	99.1	100.0	100.0	1.0
HPG27_RS00115	HPP12_RS00110	chemotaxis protein CheV	NC_011498	18238..19203	0	654.44	99.4	99.7	100.0	100.0	1.0
HPG27_RS00120	HPP12_RS00115	carboxynorspermidine decarboxylase	NC_011498	19200..20417	0	828.935	97.0	99.8	100.0	100.0	1.0
HPG27_RS00125	HPP12_RS00120	lipid A 1-phosphatase	NC_011498	complement(20436..21011)	2.2e-136	375.17	96.3	97.9	100.0	100.0	1.0
HPG27_RS00130	HPP12_RS00125	lipid A phosphoethanolamine transferase	NC_011498	complement(21022..22587)	0	1033.09	97.7	99.2	100.0	100.0	1.0
HPG27_RS00135	HPP12_RS00135	hypothetical protein	NC_011498	22776..22868	3.2e-16	59.3066	100.0	100.0	100.0	100.0	1.0
HPG27_RS00140	HPP12_RS00140	membrane protein	NC_011498	complement(23206..25338)	0	1410.2	96.2	98.3	100.0	100.0	1.0
HPG27_RS00145	HPP12_RS00145	citrate (Si)-synthase	NC_011498	complement(25872..27152)	0	877.856	98.6	99.5	100.0	100.0	1.0
HPG27_RS00150	HPP12_RS00150	isocitrate dehydrogenase (NADP(+))	NC_011498	27354..28631	0	868.226	99.1	99.8	100.0	100.0	1.0
HPG27_RS00155	HPP12_RS00155	hypothetical protein	NC_011498	28699..29226	2.5e-125	345.895	95.4	97.1	100.0	100.0	1.0
HPG27_RS00160	HPP12_RS00160	dethiobiotin synthase	NC_011498	complement(29203..29859)	2.0e-156	427.943	95.9	97.7	100.0	100.0	1.0
HPG27_RS00165	HPP12_RS00165	hypothetical protein	NC_011498	complement(29863..31623)	0	642.884	59.3	73.4	100.0	100.0	1.0
HPG27_RS00170	HPP12_RS00170	universal stress protein	NC_011498	31734..32147	9.6e-98	273.092	98.5	99.3	100.0	100.0	1.0
HPG27_RS00175	HPP12_RS00175	ATP-dependent Clp protease adaptor ClpS	NC_011498	32183..32458	8.9e-62	178.718	94.5	95.6	100.0	100.0	1.0
HPG27_RS00180	HPP12_RS00180	ATPase AAA	NC_011498	32458..34683	0	1462.2	98.0	98.7	100.0	100.0	1.0
HPG27_RS00185	HPP12_RS00185	aspartate 1-decarboxylase	NC_011498	34673..35023	1.3e-80	228.409	97.4	99.1	99.1	100.0	1.0
HPG27_RS00190	HPP12_RS00190	nucleoid-associated protein	NC_011498	35034..35327	2.0e-64	186.037	96.0	97.0	100.0	100.0	1.0
HPG27_RS00195	HPP12_RS00195	PDZ domain-containing protein	NC_011498	35327..36331	0	632.098	92.8	96.7	100.0	100.0	1.0
HPG27_RS00200	HPP12_RS00200	conjugal transfer protein TrbL	NC_011498	36339..37394	0	636.721	95.7	96.3	100.0	100.0	1.0
HPG27_RS00205	HPP12_RS00205	hypothetical protein	NC_011498	37410..37523	5.6e-24	79.337	100.0	100.0	100.0	100.0	1.0
HPG27_RS00210	HPP12_RS00210	hypothetical protein	NC_011498	37520..38263	0	493.812	98.0	99.2	100.0	100.0	1.0
HPG27_RS00215	HPP12_RS00215	conjugal transfer protein	NC_011498	38263..39249	0	590.112	91.9	94.3	100.0	100.0	1.0
HPG27_RS00220	HPP12_RS00220	membrane protein	NC_011498	39242..40378	0	734.947	95.2	96.6	100.0	100.0	1.0
