query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPB8_RS00005	HPG27_RS07590	purine-nucleoside phosphorylase	NC_011333	1573454..1573996	3.4e-120	333.569	91.1	95.0	100.0	100.0	1.0
HPB8_RS00010	HPG27_RS07585	chromosomal replication initiator protein DnaA	NC_011333	complement(1571935..1573302)	0	901.353	96.7	98.2	100.0	100.0	1.0
HPB8_RS00015	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00020	HPG27_RS07580	competence protein	NC_011333	complement(1570275..1571714)	0	928.702	95.4	97.7	100.0	100.0	1.0
HPB8_RS00030	HPG27_RS07570	exodeoxyribonuclease III	NC_011333	complement(1569343..1570095)	0	516.924	98.0	99.6	100.0	100.0	1.0
HPB8_RS00035	HPG27_RS07565	hypothetical protein	NC_011333	1568846..1569346	2.0e-123	342.428	99.4	99.4	78.7	100.0	1.0
HPB8_RS00040	HPG27_RS07560	hypothetical protein	NC_011333	1568355..1568708	8.2e-69	198.364	89.0	92.4	100.0	100.0	1.0
HPB8_RS00045	HPG27_RS07555	ATP-dependent DNA helicase RecG	NC_011333	complement(1566402..1568273)	0	1227.23	97.1	98.4	100.0	100.0	1.0
HPB8_RS00050	HPG27_RS07550	type III restriction endonuclease	NC_011333	complement(1564966..1566351)	2.0e-179	507.294	58.8	67.8	99.8	100.0	1.0
HPB8_RS00055	HPG27_RS07545	hypothetical protein	NC_011333	complement(1564374..1564988)	2.6e-132	365.54	92.3	95.9	100.0	95.6	1.0
HPB8_RS00060	HPG27_RS02880	DEAD/DEAH box helicase	NC_011333	591285..594227	1.4e-111	363.614	30.8	50.3	99.1	99.4	1.0
HPB8_RS00070	HPG27_RS07530	hypothetical protein	NC_011333	1557644..1557736	3.3e-17	61.6178	100.0	100.0	100.0	100.0	1.0
HPB8_RS00075	HPG27_RS07525	hypothetical protein	NC_011333	complement(1556561..1556998)	1.5e-98	275.789	93.1	95.9	100.0	100.0	1.0
HPB8_RS00080	HPG27_RS07520	hypothetical protein	NC_011333	complement(1555810..1556571)	1.9e-151	417.157	92.9	95.1	99.6	89.3	1.0
HPB8_RS00085	HPG27_RS07515	transcription termination factor NusA	NC_011333	1554401..1555588	0	785.793	99.0	99.7	100.0	100.0	1.0
HPB8_RS00090	HPG27_RS07510	L-seryl-tRNA(Sec) selenium transferase	NC_011333	1553139..1554299	0	732.25	93.8	95.1	98.5	99.5	1.0
HPB8_RS00095	HPG27_RS07505	TonB-dependent receptor	NC_011333	1550272..1552911	0	1774.99	98.1	99.3	100.0	100.0	1.0
HPB8_RS00100	HPG27_RS07500	hypothetical protein	NC_011333	1549792..1550118	1.5e-73	209.534	93.5	96.3	100.0	100.0	1.0
HPB8_RS00105	HPG27_RS07495	dihydroneopterin aldolase	NC_011333	1549455..1549808	4.3e-77	219.164	93.2	98.3	100.0	100.0	1.0
HPB8_RS00110	HPG27_RS07490	glycerol-3-phosphate acyltransferase	NC_011333	1548796..1549458	4.9e-156	427.172	99.5	99.5	100.0	100.0	1.0
HPB8_RS00115	HPG27_RS07485	cytochrome c oxidase accessory protein CcoG	NC_011333	complement(1547314..1548690)	0	921.383	96.7	98.7	100.0	100.0	1.0
HPB8_RS00120	HPG27_RS07480	saccharopine dehydrogenase	NC_011333	1546105..1547304	0	830.861	99.0	99.7	100.0	100.0	1.0
HPB8_RS00125	HPG27_RS07475	sodium/glutamate symporter	NC_011333	complement(1544793..1546019)	0	799.275	98.5	98.8	100.0	100.0	1.0
HPB8_RS00130	HPG27_RS07470	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase	NC_011333	complement(1543755..1544789)	0	657.907	92.7	96.5	100.0	100.0	1.0
HPB8_RS00135	HPG27_RS07465	hypothetical protein	NC_011333	complement(1543057..1543773)	4.3e-171	466.848	96.2	98.3	100.0	100.0	1.0
HPB8_RS00140	HPG27_RS01885	copper-transporting ATPase	NC_011333	complement(387677..389914)	2.8e-66	230.335	29.2	48.5	88.7	98.3	0.0
HPB8_RS00145	HPG27_RS07455	hypothetical protein	NC_011333	1540247..1540684	5.5e-103	286.96	98.6	98.6	100.0	100.0	1.0
HPB8_RS00150	HPG27_RS07450	membrane protein	NC_011333	complement(1538902..1540032)	0	765.763	98.7	99.5	96.9	99.7	1.0
HPB8_RS00155	-	-	-	-	-	0	0	0	0	0	0
HPB8_RS00160	HPG27_RS07440	DNA adenine methylase	NC_011333	1536381..1537226	0	553.518	98.2	98.9	100.0	100.0	1.0
HPB8_RS00165	HPG27_RS07435	adenine methyltransferase	NC_011333	1535329..1536330	0	611.683	95.2	98.8	100.0	100.0	1.0
HPB8_RS00170	HPG27_RS07430	permease	NC_011333	1534205..1535272	0	693.345	98.0	99.4	100.0	100.0	1.0
HPB8_RS00175	HPG27_RS07425	peptidyl-tRNA hydrolase	NC_011333	1533635..1534195	1.3e-134	370.163	96.8	98.9	100.0	100.0	1.0
HPB8_RS00180	HPG27_RS07420	50S ribosomal protein L25/general stress protein Ctc	NC_011333	1533089..1533625	1.4e-125	346.665	98.9	98.9	100.0	100.0	1.0
HPB8_RS00185	HPG27_RS07415	transaldolase	NC_011333	1532084..1533034	0	610.142	96.2	96.8	100.0	100.0	1.0
