query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPB8_RS00005	HPB8_RS00005	purine-nucleoside phosphorylase	NC_014256	complement(1..1673997)	1.2e-132	364.77	100.0	100.0	100.0	100.0	1.0
HPB8_RS00010	HPB8_RS00010	chromosomal replication initiation protein DnaA	NC_014256	154..1527	0	937.176	100.0	100.0	100.0	100.0	1.0
HPB8_RS00015	HPB8_RS00015	hypothetical protein	NC_014256	complement(1680..1757)	6.5e-13	50.447	100.0	100.0	100.0	100.0	1.0
HPB8_RS00020	HPB8_RS00020	competence protein	NC_014256	1756..3195	0	981.86	100.0	100.0	100.0	100.0	1.0
HPB8_RS00030	HPB8_RS00030	exodeoxyribonuclease III	NC_014256	3376..4128	0	522.702	100.0	100.0	100.0	100.0	1.0
HPB8_RS00035	HPB8_RS00035	membrane protein	NC_014256	complement(4125..4760)	9.8e-160	436.032	100.0	100.0	100.0	100.0	1.0
HPB8_RS00040	HPB8_RS00040	hypothetical protein	NC_014256	complement(4764..5111)	5.0e-81	229.18	100.0	100.0	100.0	100.0	1.0
HPB8_RS00045	HPB8_RS00045	ATP-dependent DNA helicase RecG	NC_014256	5193..7064	0	1266.52	100.0	100.0	100.0	100.0	1.0
HPB8_RS00050	HPB8_RS00050	DNA methyltransferase	NC_014256	7107..8567	0	983.4	100.0	100.0	100.0	100.0	1.0
HPB8_RS00055	HPB8_RS00055	type III restriction endonuclease	NC_014256	8572..9159	7.6e-146	399.438	100.0	100.0	100.0	100.0	1.0
HPB8_RS00060	HPB8_RS00060	DEAD/DEAH box helicase	NC_014256	9162..12071	0	1959.88	100.0	100.0	100.0	100.0	1.0
HPB8_RS00070	HPB8_RS00070	hypothetical protein	NC_014256	complement(16136..16228)	3.4e-17	61.6178	100.0	100.0	100.0	100.0	1.0
HPB8_RS00075	HPB8_RS00075	hypothetical protein	NC_014256	16575..17012	1.8e-106	295.819	100.0	100.0	100.0	100.0	1.0
HPB8_RS00080	HPB8_RS00080	hypothetical protein	NC_014256	17002..17685	1.2e-167	457.218	100.0	100.0	100.0	100.0	1.0
HPB8_RS00085	HPB8_RS00085	transcription termination factor NusA	NC_014256	complement(17993..19180)	0	792.727	100.0	100.0	100.0	100.0	1.0
HPB8_RS00090	HPB8_RS00090	L-seryl-tRNA(Sec) selenium transferase	NC_014256	complement(19276..20448)	0	791.956	100.0	100.0	100.0	100.0	1.0
HPB8_RS00095	HPB8_RS00095	TonB-dependent receptor	NC_014256	complement(20675..23308)	0	1802.33	100.0	100.0	100.0	100.0	1.0
HPB8_RS00100	HPB8_RS00100	hypothetical protein	NC_014256	complement(23477..23803)	1.8e-78	222.246	100.0	100.0	100.0	100.0	1.0
HPB8_RS00105	HPB8_RS00105	dihydroneopterin aldolase	NC_014256	complement(23787..24140)	2.6e-82	232.646	100.0	100.0	100.0	100.0	1.0
HPB8_RS00110	HPB8_RS00110	glycerol-3-phosphate acyltransferase	NC_014256	complement(24137..24799)	1.1e-156	429.098	100.0	100.0	100.0	100.0	1.0
HPB8_RS00115	HPB8_RS00115	cytochrome c oxidase accessory protein CcoG	NC_014256	24905..26281	0	944.88	100.0	100.0	100.0	100.0	1.0
HPB8_RS00120	HPB8_RS00120	saccharopine dehydrogenase	NC_014256	complement(26291..27490)	0	837.025	100.0	100.0	100.0	100.0	1.0
HPB8_RS00125	HPB8_RS00125	sodium/glutamate symporter	NC_014256	27576..28802	0	812.757	100.0	100.0	100.0	100.0	1.0
HPB8_RS00130	HPB8_RS00130	riboflavin biosynthesis protein RibG	NC_014256	28799..29833	0	704.131	100.0	100.0	100.0	100.0	1.0
HPB8_RS00135	HPB8_RS00135	hypothetical protein	NC_014256	29815..30531	1.5e-178	485.723	100.0	100.0	100.0	100.0	1.0
HPB8_RS00140	HPB8_RS00140	carbonate dehydratase	NC_014256	30557..32923	0	1580.07	100.0	100.0	100.0	100.0	1.0
HPB8_RS00145	HPB8_RS00145	membrane protein	NC_014256	complement(32920..33357)	2.5e-104	290.426	100.0	100.0	100.0	100.0	1.0
HPB8_RS00150	HPB8_RS00150	membrane protein	NC_014256	33539..34702	0	801.586	100.0	100.0	100.0	100.0	1.0
