query	target	product	sequence	location	Eval	score	identity	similarity	query_coverage	target_coverage	BBH
HPG27_RS00005	HELPY_RS07755	N utilization substance protein B	NC_012973	complement(105..521)	1.2e-99	278.1	99.3	100.0	100.0	100.0	1.0
HPG27_RS00010	HELPY_RS07760	6,7-dimethyl-8-ribityllumazine synthase	NC_012973	complement(523..993)	1.1e-110	307.375	96.2	98.1	100.0	100.0	1.0
HPG27_RS00015	HELPY_RS00025	3-deoxy-8-phosphooctulonate synthase	NC_012973	complement(1003..1833)	0	555.058	96.7	98.2	100.0	100.0	1.0
HPG27_RS00020	HELPY_RS00030	carbonic anhydrase	NC_012973	complement(1820..2485)	6.8e-153	419.468	95.0	98.6	100.0	100.0	1.0
HPG27_RS00025	HELPY_RS00035	orotidine 5'-phosphate decarboxylase	NC_012973	2605..3288	1.5e-164	449.514	98.2	99.1	100.0	100.0	1.0
HPG27_RS00030	HELPY_RS00040	pantoate--beta-alanine ligase	NC_012973	3289..4119	0	522.316	92.4	95.3	100.0	100.0	1.0
HPG27_RS00060	HELPY_RS00070	membrane protein	NC_012973	complement(5118..7130)	0	1306.2	96.3	97.5	100.0	100.0	1.0
HPG27_RS00070	HELPY_RS00075	molecular chaperone GroEL	NC_012973	complement(7478..9118)	0	1086.63	99.8	100.0	100.0	100.0	1.0
HPG27_RS00075	HELPY_RS00080	co-chaperone GroES	NC_012973	complement(9144..9500)	2.2e-83	235.343	99.2	99.2	100.0	100.0	1.0
HPG27_RS00080	HELPY_RS00085	DNA primase	NC_012973	9787..11466	0	1104.35	97.3	99.1	100.0	100.0	1.0
HPG27_RS00085	HELPY_RS00090	ATP-binding protein	NC_012973	11463..12515	0	691.804	96.6	98.3	100.0	100.0	1.0
HPG27_RS00090	HELPY_RS00095	hypothetical protein	NC_012973	12605..13432	0	560.066	97.5	99.3	100.0	100.0	1.0
HPG27_RS00095	HELPY_RS00100	hypothetical protein	NC_012973	13578..13859	2.0e-62	180.259	97.8	98.9	100.0	100.0	1.0
HPG27_RS00100	HELPY_RS00105	hypothetical protein	NC_012973	13859..14122	3.6e-58	169.088	100.0	100.0	100.0	100.0	1.0
HPG27_RS00105	HELPY_RS00110	transporter	NC_012973	14124..16487	0	1553.88	97.1	98.7	100.0	100.0	1.0
HPG27_RS00110	HELPY_RS00115	hypothetical protein	NC_012973	16781..18121	0	901.353	97.5	99.1	100.0	100.0	1.0
HPG27_RS00115	HELPY_RS00120	chemotaxis protein CheV	NC_012973	18229..19194	0	650.973	98.8	99.7	100.0	100.0	1.0
HPG27_RS00120	HELPY_RS00125	carboxynorspermidine decarboxylase	NC_012973	19191..20408	0	830.091	97.8	99.3	100.0	100.0	1.0
HPG27_RS00125	HELPY_RS00130	lipid A 1-phosphatase	NC_012973	complement(20418..20990)	1.6e-135	372.859	96.8	98.4	99.0	99.5	1.0
HPG27_RS00130	HELPY_RS00135	lipid A phosphoethanolamine transferase	NC_012973	complement(21001..22566)	0	1027.31	96.7	98.7	100.0	100.0	1.0
HPG27_RS00135	HELPY_RS00145	hypothetical protein	NC_012973	22753..22845	3.1e-16	59.3066	100.0	100.0	100.0	100.0	1.0
HPG27_RS00140	HELPY_RS00150	membrane protein	NC_012973	complement(23206..25338)	0	1341.25	95.1	97.0	100.0	100.0	1.0
HPG27_RS00145	HELPY_RS00155	citrate (Si)-synthase	NC_012973	complement(25869..27149)	0	879.782	98.6	99.8	100.0	100.0	1.0
HPG27_RS00150	HELPY_RS00160	isocitrate dehydrogenase (NADP(+))	NC_012973	27350..28627	0	871.692	99.5	99.8	100.0	100.0	1.0
HPG27_RS00155	HELPY_RS00165	hypothetical protein	NC_012973	28694..29221	3.0e-126	348.206	96.0	97.1	100.0	100.0	1.0
HPG27_RS00160	HELPY_RS00170	dethiobiotin synthase	NC_012973	complement(29198..29851)	3.3e-154	422.55	95.9	97.7	100.0	100.0	1.0
HPG27_RS00165	HELPY_RS00175	hypothetical protein	NC_012973	complement(29855..31567)	0	855.899	74.5	84.6	100.0	100.0	1.0
HPG27_RS00170	HELPY_RS00180	universal stress protein	NC_012973	31676..32089	4.6e-99	276.559	100.0	100.0	100.0	100.0	1.0
